epoch,train_loss,train_mask_loss,train_edge_loss,val_loss,val_mask_loss,val_edge_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_auprc,lr,seconds
30,1.3985074224875604,1.3985074224875604,0.0,1.4220489795391376,1.4220489795391376,0.0,0.3229046904343138,0.19253806780840366,0.19793446664064188,0.8759628714426501,0.3229046904343138,0.5622017898629884,2.5e-05,241.21508836746216
31,1.4069039407445487,1.4069039407445487,0.0,1.4369558334350585,1.4369558334350585,0.0,0.3178004801444983,0.18891961173059715,0.19458278308280366,0.8665091761154746,0.3178004801444983,0.5612921887610876,2.5e-05,240.83804988861084
32,1.3869506574685961,1.3869506574685961,0.0,1.4276285850084744,1.4276285850084744,0.0,0.33839889786232036,0.20365832535074999,0.21008048331697518,0.8694863655591321,0.33839889786232036,0.5568885884147802,2.5e-05,243.27473521232605
33,1.3950260455464998,1.3950260455464998,0.0,1.4432969680199257,1.4432969680199257,0.0,0.3221568251593925,0.1920065176472747,0.19747647756661132,0.8739255105921587,0.3221568251593925,0.5614150743200685,1.25e-05,242.94391584396362
34,1.3784628740132254,1.3784628740132254,0.0,1.4524498627736018,1.4524498627736018,0.0,0.3438022502289998,0.2075852658757306,0.21480555574023882,0.8606411080173282,0.3438022502289998,0.5524934660290859,1.25e-05,239.54301118850708
35,1.36357666017749,1.36357666017749,0.0,1.4463683458474965,1.4463683458474965,0.0,0.3484631762653388,0.21099328289716868,0.21885978894320346,0.8544437802419841,0.3484631762653388,0.5576721300457748,1.25e-05,239.93176245689392
36,1.3693004650103222,1.3693004650103222,0.0,1.4446106892365675,1.4446106892365675,0.0,0.339365188400117,0.20435871031341737,0.2118948396104396,0.8517638835165731,0.339365188400117,0.5616553907427988,1.25e-05,244.58518838882446
37,1.3578574434420578,1.3578574434420578,0.0,1.4316070061463577,1.4316070061463577,0.0,0.35065278705550335,0.2126009516392249,0.2209306644197768,0.8493716894217231,0.35065278705550335,0.5683158396007875,1.25e-05,241.6530041694641
38,1.3514850515299757,1.3514850515299757,0.0,1.4340929728287917,1.4340929728287917,0.0,0.35418927567996206,0.21520656685858838,0.22374181488518458,0.8494292299478353,0.35418927567996206,0.5684373308504915,1.25e-05,242.98105335235596
39,1.3479429613508467,1.3479429613508467,0.0,1.4087908579752995,1.4087908579752995,0.0,0.35252595249296503,0.21397966968062948,0.22163054919725855,0.8610833176161534,0.35252595249296503,0.5789424216270962,1.25e-05,246.61096906661987
40,1.3392328448709772,1.3392328448709772,0.0,1.4274258686945989,1.4274258686945989,0.0,0.3428580260034496,0.20689719491962086,0.21393494100112437,0.8628127300954147,0.3428580260034496,0.5702591057047238,1.25e-05,244.45683073997498
