threshold,pixel_precision_mean,pixel_precision_std,pixel_recall_mean,pixel_recall_std,pixel_f1_mean,pixel_f1_std,pixel_dice_mean,pixel_dice_std,pixel_iou_mean,pixel_iou_std,pixel_specificity_mean,pixel_specificity_std,image_accuracy,image_precision,image_recall_sensitivity,image_specificity,image_f1,image_roc_auc,selected
0.1,0.22712382914135953,0.3114215095970075,0.78357272398375,0.3271720312522374,0.24631174334617092,0.31191197557991507,0.24631174334617092,0.31191197557991507,0.18708405571660405,0.2701631769173898,0.9347287529630537,0.11041483266120511,0.5555555555555556,0.5363636363636364,0.9833333333333333,0.10526315789473684,0.6941176470588235,0.7935672514619883,False
0.15,0.28181397398033936,0.3514532023092877,0.7707429005542155,0.3313400725247445,0.2943629575095356,0.3451792617756739,0.29436295750953567,0.3451792617756739,0.23440712954229204,0.31461787360246646,0.9439970937574221,0.10062645360978527,0.5982905982905983,0.5619047619047619,0.9833333333333333,0.19298245614035087,0.7151515151515152,0.7935672514619883,False
0.2,0.316878971501419,0.37172327088266705,0.7597491918047151,0.33584132221140245,0.32288446196158893,0.36099627397627854,0.32288446196158893,0.36099627397627854,0.2627784031456277,0.33587228845970307,0.9498555418388013,0.09346855205574252,0.6153846153846154,0.5742574257425742,0.9666666666666667,0.24561403508771928,0.7204968944099379,0.7935672514619883,False
0.25,0.32477835761946017,0.37645438856872654,0.7504737895045286,0.33996802278622096,0.3246125692904075,0.36209856910763366,0.3246125692904075,0.36209856910763366,0.26446698664850177,0.33668759762796263,0.9542123418973778,0.08757314867490014,0.6068376068376068,0.57,0.95,0.24561403508771928,0.7125,0.7935672514619883,False
0.3,0.3400226847578546,0.3842217542774306,0.742404779223805,0.34387863769853266,0.3341230302675166,0.3669383885392289,0.3341230302675166,0.3669383885392289,0.274087155071722,0.3433973522206949,0.9577342921344995,0.08261481765931056,0.6153846153846154,0.5757575757575758,0.95,0.2631578947368421,0.7169811320754716,0.7935672514619883,False
0.35,0.3550586434938777,0.39167542922873577,0.7342007052577084,0.347874509448343,0.3430728019457613,0.3716071204811653,0.3430728019457613,0.3716071204811653,0.28335067269358777,0.349911204328383,0.9607953203295526,0.07845783911849076,0.6153846153846154,0.5773195876288659,0.9333333333333333,0.2807017543859649,0.7133757961783439,0.7935672514619883,False
0.4,0.3616326810887839,0.39612978821040173,0.7261168912340127,0.3523394470672106,0.3428625105631597,0.3726552321702278,0.3428625105631597,0.3726552321702278,0.28366549931425966,0.35107702365513277,0.9635129680138023,0.07463981428467564,0.6153846153846154,0.5773195876288659,0.9333333333333333,0.2807017543859649,0.7133757961783439,0.7935672514619883,False
0.45,0.35872805728655305,0.39631562577436025,0.718122893502724,0.35612581390135367,0.3421239846786905,0.3728876054790537,0.3421239846786905,0.3728876054790537,0.28319010423268054,0.3512933924689568,0.9659823936370584,0.07101153160530503,0.6068376068376068,0.5729166666666666,0.9166666666666666,0.2807017543859649,0.7051282051282052,0.7935672514619883,False
0.5,0.38148858604443203,0.4056202698726737,0.7102289292781608,0.3603265699110236,0.3582474649360677,0.38048231657619164,0.3582474649360677,0.38048231657619164,0.2998463128820498,0.3620852777365698,0.9683256108543932,0.06721441613464506,0.6239316239316239,0.5851063829787234,0.9166666666666666,0.3157894736842105,0.7142857142857143,0.7935672514619883,False
0.55,0.3957393643373065,0.4119310634248895,0.7014330984877541,0.3651449995528531,0.36508922307338637,0.3845163010141253,0.36508922307338637,0.3845163010141254,0.3073847880716989,0.3673492696437924,0.9706612004495379,0.06331349217087534,0.6324786324786325,0.5913978494623656,0.9166666666666666,0.3333333333333333,0.7189542483660131,0.7935672514619883,False
0.6,0.41203578334709384,0.41936021805504,0.6937009434963461,0.36848636568898685,0.3723278339811498,0.388042802097657,0.3723278339811498,0.388042802097657,0.3150874342894814,0.37204556019840146,0.972990390614572,0.059399267216941734,0.6410256410256411,0.5978260869565217,0.9166666666666666,0.3508771929824561,0.7236842105263158,0.7935672514619883,False
0.65,0.4269385100439173,0.4247936217673227,0.684656191982207,0.3722011618606004,0.37882087236067913,0.39095596138836963,0.37882087236067913,0.39095596138836963,0.3219242763840753,0.3759041052352442,0.9754463116607013,0.055045143858766084,0.6495726495726496,0.6043956043956044,0.9166666666666666,0.3684210526315789,0.7284768211920529,0.7935672514619883,False
0.7,0.42510223169578676,0.42653065416663977,0.674978358068873,0.37548130736660773,0.3760992276310157,0.3902705131867527,0.3760992276310157,0.3902705131867527,0.31935777801645626,0.3751136859491375,0.9781437243994562,0.04975822195943037,0.6410256410256411,0.6,0.9,0.3684210526315789,0.72,0.7935672514619883,False
0.75,0.4510100808119247,0.43390946968891303,0.6633697668191907,0.37934132168942375,0.3895544806985735,0.39445469646824755,0.38955448069857357,0.3944546964682476,0.33301409214526445,0.3820817091031797,0.981143068404652,0.0433464138877252,0.6581196581196581,0.6136363636363636,0.9,0.40350877192982454,0.7297297297297297,0.7935672514619883,False
0.8,0.4610826709835152,0.4392550751917981,0.6492874421519195,0.385785185710382,0.38360488856724767,0.393435361041125,0.3836048885672476,0.393435361041125,0.3276737859904237,0.3812688523049457,0.9845694934737161,0.03580115487610098,0.6410256410256411,0.6046511627906976,0.8666666666666667,0.40350877192982454,0.7123287671232876,0.7935672514619883,False
0.85,0.49222894342062146,0.44701809642021917,0.6325056417211736,0.39494059877321214,0.40082881559912636,0.3991855805586394,0.40082881559912636,0.3991855805586394,0.3458812759985895,0.3915994767884207,0.9882866034153817,0.027307513125227785,0.6581196581196581,0.6219512195121951,0.85,0.45614035087719296,0.7183098591549296,0.7935672514619883,False
0.9,0.538382120300619,0.4574075155378756,0.6081288168580103,0.409522902477504,0.4090958855779637,0.4035763088776811,0.4090958855779637,0.40357630887768103,0.35663267653948344,0.4019700563607371,0.9924613037863734,0.01720543085287328,0.6581196581196581,0.631578947368421,0.8,0.5087719298245614,0.7058823529411765,0.7935672514619883,True
