sample_id,image_id,gt_area,surface_area,edge_area,area_delta_edge_minus_surface,change_pixels,surface_dice,edge_dice,dice_delta_edge_minus_surface
forged__11206,11206,6793,12815,12636,-179,1693,0.6609547123623011,0.6428534664676514,-0.018101245894649676
forged__16294,16294,8640,9555,9220,-335,1693,0.8129705963176697,0.7285554311310191,-0.0844151651866506
forged__39737,39737,4786,10653,10082,-571,1681,0.32268929334801477,0.3362927091740651,0.013603415826050347
forged__22456,22456,506,2288,2830,542,1664,0.0007158196134574087,0.030575539568345324,0.029859719954887915
forged__56793,56793,9433,13162,12662,-500,1656,0.7906173932285904,0.779723919438787,-0.01089347378980332
forged__46366,46366,4790,4267,3621,-646,1654,0.6728497294910014,0.6298894305076685,-0.04296029898333287
forged__54040,54040,7344,10601,12243,1642,1654,0.6186681526887713,0.5922295400010211,-0.026438612687750163
forged__55695,55695,11356,7776,8754,978,1622,0.7968848003345181,0.8320238687220288,0.035139068387510686
forged__39944,39944,8825,6783,6824,41,1615,0.5836750384418247,0.5951818007540418,0.011506762312217145
forged__56438,56438,2769,4988,5834,846,1592,0.4519788578058528,0.4247355573637103,-0.02724330044214246
forged__22182,22182,4144,2583,1540,-1043,1585,0.7646796491749666,0.5052779732582688,-0.2594016759166977
forged__29736,29736,5102,5278,4709,-569,1557,0.6516377649325626,0.6227703598002242,-0.02886740513233843
forged__50907,50907,5024,5328,4811,-517,1539,0.6487635239567233,0.5862735129639044,-0.06249001099281892
forged__28245,28245,10868,10690,11785,1095,1539,0.8633453938213193,0.8609897143866154,-0.002355679434703828
forged__15940,15940,2914,2036,2552,516,1536,0.42303030303030303,0.4222466154409074,-0.0007836875893956208
forged__59148,59148,1834,1928,2268,340,1524,0.4449760765550239,0.43442223305704536,-0.010553843497978554
forged__29482,29482,1706,4301,5466,1165,1513,0.4974196770434493,0.4274958170663692,-0.06992385997708012
forged__28283,28283,5844,3363,3858,495,1511,0.29607907027261865,0.32220160791589364,0.02612253764327499
forged__32398,32398,5200,6630,6430,-200,1492,0.5974640743871513,0.5379191745485813,-0.05954489983857003
forged__17493,17493,11353,13340,13558,218,1488,0.9128902927955291,0.8605033920757899,-0.05238690071973928
forged__34211,34211,7932,3746,3822,76,1486,0.6108922760746703,0.5805683171686234,-0.03032395890604689
forged__5220,5220,5648,4170,4818,648,1454,0.7276431045019353,0.6720810242690617,-0.05556208023287357
forged__63245,63245,8576,5759,6492,733,1433,0.5711893965817928,0.5447305548181577,-0.02645884176363511
forged__35069,35069,2829,3942,3915,-27,1427,0.0,0.0,0.0
forged__61997,61997,2258,2107,1804,-303,1411,0.334020618556701,0.2220580994583949,-0.11196251909830612
forged__13020,13020,9636,7690,8280,590,1402,0.8442802724229481,0.8472873409243135,0.0030070685013653398
forged__52927,52927,4962,5985,6252,267,1347,0.8669041746597241,0.8146959158195113,-0.05220825884021285
forged__5626,5626,1712,1847,2337,490,1338,0.4254003933689239,0.388737959990121,-0.03666243337880287
forged__38294,38294,4682,3480,4790,1310,1310,0.25949522175937273,0.2755489864864865,0.016053764727113784
forged__55175,55175,10998,12411,12031,-380,1310,0.8119099491648512,0.7776282079117635,-0.034281741253087694
forged__46907,46907,8839,1385,2099,714,1262,0.022104851330203443,0.1033095629914061,0.08120471166120266
forged__59840,59840,4823,4979,5273,294,1260,0.5190777392368904,0.5101030110935024,-0.008974728143387956
forged__59617,59617,11798,18124,19380,1256,1260,0.7241494552503175,0.7116556546282635,-0.012493800622053963
forged__14070,14070,6358,2195,2730,535,1233,0.057523675903191865,0.09639084507042253,0.03886716916723067
forged__16703,16703,1896,2971,3445,474,1210,0.5469488391206082,0.4414903576109343,-0.10545848150967391
forged__6011,6011,3604,1140,1172,32,1210,0.16905564924114672,0.21901172529313234,0.049956076051985626
forged__41830,41830,2739,7369,6914,-455,1205,0.2738425009893154,0.2892365067854553,0.01539400579613992
forged__64941,64941,3575,2259,2556,297,1201,0.6307850531367843,0.63839504159191,0.007609988455125616
forged__46309,46309,2591,7307,7956,649,1195,0.36835724388765406,0.35668910590689296,-0.011668137980761106
forged__6800,6800,2128,2354,2177,-177,1187,0.45292280232039267,0.5003484320557491,0.04742562973535641
forged__43285,43285,3864,3769,3817,48,1184,0.5214201493515,0.5423772946230959,0.020957145271595867
forged__53527,53527,550,2174,2184,10,1182,0.0,0.0,0.0
forged__62249,62249,321,5478,6588,1110,1166,0.002414209346439041,0.005500072369373281,0.00308586302293424
forged__35586,35586,9366,16166,16148,-18,1160,0.7109509634967883,0.697577800423297,-0.013373163073491345
forged__29935,29935,7736,6304,7281,977,1133,0.2903133903133903,0.30552041020177134,0.015207019888381024
forged__24850,24850,8325,7490,8116,626,1128,0.5149541574454631,0.4898728787786631,-0.025081278666800044
forged__26148,26148,11051,1883,1826,-57,1121,0.264419359826813,0.23002252077347207,-0.034396839053340955
forged__63713,63713,116,4048,3683,-365,1115,0.026897214217098942,0.03527244011581995,0.00837522589872101
forged__40033,40033,3466,6140,6225,85,1105,0.6812408911097231,0.6930141368279847,0.01177324571826166
forged__37942,37942,7721,9944,9542,-402,1094,0.7298046985564676,0.713433354573365,-0.016371343983102582
forged__6419,6419,5000,10299,11385,1086,1086,0.5937642983201517,0.5766249618553555,-0.01713933646479615
forged__5270,5270,2346,9336,9431,95,1057,0.3869200479369971,0.37530780334550395,-0.011612244591493126
forged__48207,48207,10315,867,1296,429,1049,0.12698980504382043,0.13986736715183878,0.012877562108018353
forged__44171,44171,3622,4135,4526,391,1047,0.0549181384555885,0.05522827687776141,0.0003101384221729092
forged__9568,9568,3701,1356,1332,-24,1040,0.3571287324500692,0.2682296840850387,-0.08889904836503049
forged__42385,42385,5205,8718,9740,1022,1022,0.729153199741435,0.6887922382067582,-0.04036096153467683
forged__27061,27061,4443,7160,7922,762,1016,0.3817978109109713,0.382046097856854,0.00024828694588269196
forged__49711,49711,2703,1121,1517,396,1014,0.22960251046025104,0.3184834123222749,0.08888090186202385
forged__53118,53118,934,1127,1577,450,996,0.4784085395439107,0.4763042612504978,-0.00210427829341292
forged__41600,41600,1165,2998,2745,-253,989,0.3723276483305309,0.4046035805626598,0.032275932232128934
forged__4321,4321,6811,3871,4759,888,982,0.6586781501591462,0.6366464995678479,-0.022031650591298302
forged__41517,41517,6019,12366,12146,-220,964,0.6407397334783791,0.646187723644371,0.005447990165991956
forged__40919,40919,5354,3946,3703,-243,951,0.7645161290322581,0.6916197416363035,-0.07289638739595461
forged__19728,19728,1962,3195,3563,368,950,0.33120031025790186,0.32687782805429866,-0.004322482203603206
forged__3228,3228,4696,7529,7358,-171,949,0.6067893660531697,0.5543388086942094,-0.052450557358960315
forged__41171,41171,3553,3727,4228,501,935,0.5013736263736264,0.46909137642976484,-0.03228224994386153
forged__63947,63947,10715,10294,11209,915,933,0.9501642153362845,0.9538405400474366,0.0036763247111520903
forged__50419,50419,21305,678,893,215,921,0.06141109038802711,0.07469141364086855,0.013280323252841439
forged__52298,52298,4507,3658,4427,769,919,0.7769748928352725,0.7915827177076338,0.01460782487236123
forged__64289,64289,1489,2005,2216,211,917,0.38752146536920434,0.41241565452091766,0.02489418915171332
forged__42461,42461,4854,3894,4239,345,887,0.6716963877457705,0.6521500054987353,-0.0195463822470352
forged__58593,58593,3071,7890,8353,463,861,0.27990146884408357,0.26855742296918766,-0.011344045874895903
forged__17625,17625,1074,2859,3273,414,856,0.2918891431477244,0.23970554405337013,-0.05218359909435427
forged__58782,58782,4176,4814,4876,62,840,0.7939933259176863,0.7434821034025629,-0.05051122251512341
forged__7972,7972,4188,1612,1713,101,817,0.0603448275862069,0.10235553296051517,0.04201070537430827
forged__56311,56311,977,735,1180,445,811,0.23014018691588786,0.23458507185906352,0.004444884943175659
forged__47916,47916,9280,10077,10823,746,798,0.9204938781836028,0.9035467343182609,-0.016947143865341907
forged__4740,4740,4484,8248,8198,-50,792,0.6875589066918002,0.6804920359564738,-0.007066870735326414
forged__54945,54945,3949,2871,2827,-44,780,0.39794721407624634,0.34681227863046044,-0.0511349354457859
forged__14436,14436,1928,2161,1862,-299,775,0.46808510638297873,0.5050131926121372,0.03692808622915844
forged__45620,45620,5565,3799,3945,146,772,0.618966253737719,0.6307045215562566,0.011738267818537595
forged__53157,53157,2842,2366,2561,195,771,0.5422427035330261,0.5300758837682769,-0.012166819764749204
forged__16960,16960,5370,9343,9580,237,747,0.7057704071229525,0.6995317725752508,-0.0062386345477016825
forged__12262,12262,991,887,975,88,746,0.35356762513312034,0.3967446592065107,0.04317703407339035
forged__1940,1940,4846,3774,4264,490,728,0.6587006960556845,0.6285400658616904,-0.030160630193994065
forged__22565,22565,577,1175,1303,128,724,0.5525114155251142,0.4797872340425532,-0.07272418148256099
forged__52590,52590,3310,2718,3094,376,724,0.6692103516921035,0.6346033728919426,-0.03460697880016095
forged__23460,23460,4993,3955,4200,245,717,0.8614215467143496,0.868704449037311,0.007282902322961471
forged__54527,54527,9583,11558,12263,705,711,0.9033631332481907,0.8740272818822667,-0.02933585136592398
forged__44666,44666,12180,6418,6968,550,696,0.6484568233143349,0.6571965740547315,0.008739750740396679
forged__19847,19847,1304,1453,1557,104,694,0.4998186434530287,0.5284865431667249,0.028667899713696265
forged__298,298,9630,583,851,268,690,0.11416821697836091,0.13929968514454727,0.02513146816618636
forged__56589,56589,7917,4321,4041,-280,676,0.6793593724464781,0.640742599096839,-0.0386167733496392
forged__4222,4222,12297,15138,15809,671,671,0.8964461454346637,0.8750444744894329,-0.021401670945230822
forged__34306,34306,6249,7667,8301,634,668,0.8956596723196321,0.8584192439862542,-0.03724042833337782
forged__49506,49506,187,550,1188,638,664,0.16010854816824965,0.1338181818181818,-0.026290366350067845
forged__5385,5385,329,894,1506,612,654,0.21586263286999183,0.2005449591280654,-0.01531767374192644
forged__51165,51165,1181,1349,1648,299,649,0.0,0.0042417815482502655,0.0042417815482502655
forged__3110,3110,5466,6703,7331,628,628,0.8894732517051525,0.8505118387121982,-0.0389614129929543
forged__4845,4845,1984,885,1112,227,625,0.4161728825374695,0.41214470284237725,-0.004028179695092227
forged__41697,41697,1025,942,1449,507,623,0.6731062531774276,0.6168148746968473,-0.0562913784805803
forged__57927,57927,7002,14735,15355,620,620,0.6442471362193495,0.6263809992396118,-0.017866136979737712
forged__30045,30045,6076,5941,6034,93,595,0.9604726637263876,0.9397192402972749,-0.020753423429112683
forged__42832,42832,495,341,902,561,585,0.0,0.0,0.0
forged__24332,24332,9538,11041,11626,585,585,0.9134554643082754,0.8969003969003969,-0.016555067407878488
forged__51069,51069,1036,1540,2094,554,582,0.0,0.0,0.0
forged__60829,60829,811,477,598,121,577,0.003105590062111801,0.021291696238467,0.0181861061763552
forged__1879,1879,3024,4736,5227,491,577,0.6966494845360824,0.6840382983880742,-0.012611186148008269
forged__26492,26492,4273,8136,8484,348,572,0.6757998227093239,0.6677118444775417,-0.0080879782317822
forged__5080,5080,4265,6580,6563,-17,569,0.7592438911940986,0.7199852234946436,-0.039258667699455074
forged__36707,36707,764,571,1046,475,567,0.352059925093633,0.4220994475138122,0.07003952242017919
forged__52050,52050,410,1079,1282,203,557,0.2713230355943586,0.24113475177304963,-0.030188283821308975
forged__22046,22046,1912,678,801,123,555,0.0,0.001474382602285293,0.001474382602285293
forged__36746,36746,6530,4104,4214,110,552,0.6253526424675568,0.6344005956813105,0.009047953213753623
forged__51552,51552,7304,4481,4866,385,535,0.6591429783623249,0.647822514379622,-0.011320463982702922
forged__1641,1641,1285,622,777,155,531,0.30414263240692185,0.31619786614936957,0.012055233742447713
forged__44020,44020,545,455,709,254,518,0.0,0.0,0.0
forged__60457,60457,5368,2656,2471,-185,517,0.6405782652043869,0.5834927924480163,-0.05708547275637055
forged__32884,32884,1183,1082,1037,-45,509,0.4750551876379691,0.4900900900900901,0.015034902452120968
forged__57239,57239,3066,2304,2535,231,495,0.8026070763500931,0.7712908409212641,-0.031316235428829
forged__6508,6508,4486,5932,6102,170,486,0.8402764446150893,0.8324518322629392,-0.007824612352150151
forged__38996,38996,458,388,758,370,478,0.0,0.0,0.0
forged__57085,57085,953,684,1081,397,475,0.13439218081857054,0.24385447394296952,0.10946229312439898
forged__20103,20103,559,789,881,92,474,0.44807121661721067,0.4722222222222222,0.024151005605011544
forged__28965,28965,2337,2000,2257,257,473,0.49250634078856353,0.49760557248585113,0.005099231697287598
forged__12364,12364,3766,5008,5479,471,471,0.8561659448370185,0.8144943212547323,-0.041671623582286155
forged__7715,7715,4198,839,748,-91,461,0.28866388723446496,0.2381722604124545,-0.050491626822010444
forged__11513,11513,2631,675,648,-27,455,0.3956442831215971,0.33302836230558097,-0.06261592081601614
forged__24937,24937,809,1443,1636,193,449,0.6181172291296625,0.6241308793456033,0.006013650215940802
forged__39625,39625,514,798,905,107,433,0.37652439024390244,0.3777307963354475,0.0012064060915450425
forged__45004,45004,862,309,581,272,430,0.3415883859948762,0.30353430353430355,-0.038054082460572625
forged__6212,6212,1441,969,1240,271,425,0.7360995850622407,0.7221186124580381,-0.013980972604202613
forged__28195,28195,134,2574,2972,398,424,0.0361890694239291,0.04764971023824855,0.011460640814319453
forged__11356,11356,2365,1123,1165,42,422,0.5361238532110092,0.5410764872521246,0.004952634041115456
forged__38136,38136,620,1149,1281,132,420,0.6139061616732617,0.6154655444502893,0.001559382777027607
forged__30871,30871,775,1565,1837,272,418,0.2153846153846154,0.20597243491577336,-0.00941218046884204
forged__13123,13123,158,2631,3028,397,417,0.0,0.0,0.0
forged__30354,30354,391,646,853,207,409,0.665380906460945,0.6109324758842444,-0.05444843057670068
forged__47069,47069,4378,1654,1996,342,404,0.49502652519893897,0.4951364919987449,0.00010996679980590507
forged__10951,10951,3348,4208,4610,402,402,0.8586553732133404,0.8220658456898718,-0.03658952752346856
forged__24749,24749,7538,525,881,356,402,0.017611310926454172,0.03967217009145979,0.02206085916500562
forged__46500,46500,1890,286,634,348,370,0.0,0.0,0.0
forged__16161,16161,531,663,984,321,367,0.5293132328308208,0.5359735973597359,0.006660364528915164
forged__32535,32535,1536,768,1095,327,367,0.3532986111111111,0.38540478905359177,0.03210617794248066
forged__41024,41024,3100,4266,4533,267,365,0.8126527287537334,0.787632647713874,-0.02502008103985942
forged__20800,20800,4424,869,1176,307,365,0.2894388815416588,0.3489285714285714,0.05948968988691261
forged__36949,36949,4134,1104,1238,134,364,0.3222604047346315,0.3168279970215934,-0.005432407713038101
forged__10458,10458,3874,2468,2761,293,359,0.6455376852727847,0.6311981914091936,-0.014339493863591013
forged__50690,50690,3834,2208,2562,354,354,0.6564051638530288,0.6360225140712945,-0.02038264978173432
forged__29593,29593,1611,376,592,216,346,0.0,0.0018157058556513845,0.0018157058556513845
forged__31336,31336,531,386,641,255,327,0.5321701199563795,0.45051194539249145,-0.08165817456388808
forged__59453,59453,6783,330,252,-78,326,0.09278785322648671,0.06624022743425728,-0.026547625792229426
forged__22797,22797,1240,176,312,136,324,0.0,0.0,0.0
forged__37856,37856,4267,158,291,133,323,0.03706214689265537,0.04782799473453269,0.01076584784187732
forged__31942,31942,705,854,970,116,322,0.6016677357280308,0.5922388059701492,-0.009428929757881566
forged__47030,47030,1181,896,919,23,317,0.0,0.0,0.0
forged__22155,22155,2202,1339,1526,187,317,0.645580344535442,0.6298283261802575,-0.01575201835518447
forged__13670,13670,7490,3946,3958,12,316,0.6701643931444561,0.6528651292802237,-0.017299263864232417
forged__50539,50539,615,672,831,159,313,0.3480963480963481,0.3775933609958506,0.029497012899502517
forged__31218,31218,330,583,641,58,312,0.24315443592552027,0.24098867147270855,-0.0021657644528117193
forged__40519,40519,301,629,704,75,311,0.5075268817204301,0.47562189054726367,-0.031904991173166475
forged__37400,37400,959,162,391,229,311,0.231935771632471,0.24296296296296296,0.011027191330491959
forged__30715,30715,480,309,502,193,305,0.5171102661596958,0.49287169042769857,-0.024238575731997225
forged__33235,33235,707,221,346,125,303,0.0,0.0,0.0
forged__10408,10408,5968,3252,3548,296,296,0.6848156182212581,0.7044976881042455,0.019682069882987374
forged__64391,64391,2359,1477,1721,244,292,0.6147028154327424,0.5784313725490197,-0.03627144288372275
forged__11964,11964,3422,1201,1389,188,292,0.42959117456197277,0.4323425483267512,0.0027513737647784087
forged__58955,58955,1304,660,733,73,291,0.6527494908350305,0.6195385370643103,-0.03321095377072025
forged__61270,61270,4215,2938,3131,193,291,0.7750594156298056,0.7653144568472638,-0.00974495878254178
forged__42742,42742,461,833,969,136,288,0.5595054095826894,0.5258741258741259,-0.0336312837085635
forged__32013,32013,396,511,763,252,280,0.4101433296582139,0.4745470232959448,0.06440369363773091
forged__7771,7771,705,411,653,242,280,0.34767025089605735,0.3284241531664212,-0.019246097729636147
forged__47770,47770,2565,249,252,3,279,0.17697228144989338,0.17536386226482073,-0.0016084191850726515
forged__13603,13603,381,265,397,132,278,0.33436532507739936,0.37532133676092544,0.04095601168352608
forged__29129,29129,2667,1464,1676,212,278,0.6003389009924958,0.6009670734515312,0.0006281724590354587
forged__7004,7004,1067,720,986,266,276,0.5528819250139899,0.6137359961032636,0.060854071089273654
forged__26329,26329,551,294,487,193,275,0.31479289940828403,0.3815028901734104,0.06670999076512635
forged__6696,6696,480,714,841,127,273,0.509212730318258,0.4814534443603331,-0.027759285957924873
forged__2177,2177,1263,298,527,229,273,0.0,0.0,0.0
forged__30494,30494,1395,254,500,246,272,0.02304426925409339,0.07071240105540898,0.047668131801315586
forged__62330,62330,629,620,867,247,267,0.6293034427542034,0.6203208556149733,-0.008982587139230058
forged__48113,48113,234,483,598,115,265,0.4351464435146444,0.4110576923076923,-0.024088751206952086
forged__11662,11662,470,678,733,55,265,0.6951219512195121,0.6533665835411472,-0.04175536767836496
forged__29464,29464,296,308,503,195,259,0.423841059602649,0.3704630788485607,-0.05337798075408828
forged__4045,4045,411,318,443,125,259,0.27983539094650206,0.29508196721311475,0.015246576266612688
forged__21540,21540,392,417,476,59,255,0.4622991347342398,0.42857142857142855,-0.03372770616281123
forged__31077,31077,709,353,405,52,250,0.4048964218455744,0.36804308797127466,-0.03685333387429973
forged__28878,28878,1772,1025,1236,211,249,0.6807293528780837,0.7127659574468085,0.032036604568724814
forged__24218,24218,1221,351,361,10,242,0.4389312977099237,0.43742098609355246,-0.0015103116163712182
forged__37817,37817,1429,198,259,61,237,0.14136447449293177,0.13151658767772512,-0.009847886815206652
forged__14988,14988,847,396,462,66,232,0.2574416733708769,0.32085561497326204,0.06341394160238512
forged__43810,43810,555,585,813,228,230,0.5894736842105263,0.6140350877192983,0.024561403508772006
forged__61566,61566,1820,518,626,108,230,0.40290846877673225,0.4488961569910057,0.04598768821427346
forged__63654,63654,496,160,202,42,228,0.0,0.0,0.0
forged__64245,64245,1063,286,173,-113,225,0.4225352112676056,0.2621359223300971,-0.16039928893750854
forged__20379,20379,319,509,581,72,224,0.3961352657004831,0.4022222222222222,0.006086956521739129
forged__27586,27586,1665,1196,1412,216,224,0.7500873820342537,0.7539811504712383,0.003893768436984524
forged__43142,43142,2100,1253,1391,138,224,0.6447957053385028,0.62618160985391,-0.018614095484592807
forged__54870,54870,5830,605,816,211,223,0.0,0.0,0.0
forged__17245,17245,536,250,381,131,221,0.2926208651399491,0.32061068702290074,0.027989821882951627
forged__24676,24676,7304,4145,4216,71,221,0.6482662241243776,0.6526041666666667,0.0043379425422890305
forged__10632,10632,324,425,565,140,220,0.5020026702269693,0.4904386951631046,-0.011563975063864695
forged__38256,38256,3758,307,490,183,217,0.02214022140221402,0.04048964218455744,0.018349420782343417
forged__3751,3751,706,192,234,42,214,0.22717149220489977,0.20212765957446807,-0.025043832630431695
forged__19593,19593,3621,2202,2401,199,211,0.6378155589902113,0.6320159415476586,-0.00579961744255264
forged__51927,51927,3878,174,247,73,211,0.08588351431391905,0.10521212121212122,0.019328606898202164
forged__38699,38699,297,546,601,55,209,0.3534994068801898,0.34075723830734966,-0.012742168572840162
forged__26730,26730,460,178,278,100,206,0.03134796238244514,0.13008130081300814,0.098733338430563
forged__12446,12446,1033,369,507,138,206,0.44650499286733236,0.4662337662337662,0.01972877336643386
forged__53248,53248,1922,1145,1333,188,204,0.6344962504075644,0.6064516129032258,-0.02804463750433861
forged__50255,50255,628,640,738,98,202,0.583596214511041,0.5929721815519766,0.009375967040935573
forged__52798,52798,754,625,749,124,202,0.5380710659898477,0.5069860279441117,-0.031085038045735924
forged__31834,31834,2460,1562,1764,202,202,0.6872202884137245,0.6856060606060606,-0.0016142278076639593
forged__45310,45310,314,437,628,191,201,0.5512649800266312,0.5329087048832272,-0.01835627514340399
forged__37280,37280,1122,156,337,181,201,0.15179968701095461,0.315284441398218,0.16348475438726337
forged__28928,28928,368,439,625,186,200,0.6517967781908303,0.6465256797583081,-0.005271098432522159
forged__61883,61883,1097,1407,1581,174,198,0.8162939297124601,0.7998506348020911,-0.016443294910369
forged__15579,15579,558,385,459,74,194,0.033934252386002124,0.035398230088495575,0.0014639777024934506
forged__770,770,1026,164,232,68,194,0.0033613445378151263,0.014308426073131956,0.01094708153531683
forged__35018,35018,331,462,642,180,188,0.4489281210592686,0.4172661870503597,-0.031661934008908876
forged__55949,55949,540,1005,1191,186,186,0.0,0.0,0.0
forged__16590,16590,1686,212,348,136,184,0.0,0.0,0.0
forged__61725,61725,4986,1696,1873,177,181,0.0,0.0,0.0
forged__45133,45133,660,528,628,100,178,0.5993265993265994,0.5760869565217391,-0.02323964280486024
forged__12629,12629,263,179,149,-30,176,0.0,0.0,0.0
forged__23726,23726,663,209,303,94,172,0.0,0.0,0.0
forged__6932,6932,3684,1083,1219,136,166,0.28529473463394167,0.2773811951866204,-0.00791353944732126
forged__19130,19130,726,248,313,65,163,0.0,0.0,0.0
forged__20920,20920,354,328,473,145,161,0.4340175953079179,0.46916565900846435,0.03514806370054646
forged__13333,13333,589,417,571,154,160,0.6699801192842942,0.6913793103448276,0.02139919106053334
forged__2450,2450,2817,3245,3404,159,159,0.9010227647641043,0.8931040025719338,-0.00791876219217047
forged__25981,25981,132,410,560,150,158,0.3247232472324723,0.3179190751445087,-0.006804172087963634
forged__37903,37903,1110,563,693,130,158,0.5857740585774058,0.5679423183582918,-0.017831740219114045
forged__60195,60195,775,642,727,85,157,0.8920254057868737,0.8854860186418109,-0.006539387145062858
forged__45182,45182,1869,2039,2195,156,156,0.9104401228249744,0.8986220472440944,-0.011818075580879994
forged__65399,65399,173,252,406,154,154,0.25882352941176473,0.24870466321243523,-0.010118866199329501
forged__14829,14829,385,335,488,153,153,0.5055555555555555,0.54524627720504,0.039690721649484506
forged__49042,49042,1190,78,208,130,150,0.0,0.0,0.0
forged__25458,25458,348,292,385,93,149,0.5125,0.504774897680764,-0.007725102319235955
forged__25003,25003,300,178,222,44,148,0.4393305439330544,0.421455938697318,-0.017874605235736363
forged__10742,10742,334,366,410,44,148,0.6,0.6129032258064516,0.012903225806451646
forged__24111,24111,850,336,378,42,142,0.0,0.0,0.0
forged__16534,16534,1230,90,113,23,139,0.13636363636363635,0.1548771407297096,0.01851350436607324
forged__20490,20490,1159,3,135,132,132,0.0,0.030911901081916538,0.030911901081916538
forged__51796,51796,728,68,198,130,130,0.07035175879396985,0.17494600431965443,0.10459424552568458
forged__37735,37735,1453,772,827,55,127,0.6121348314606742,0.6280701754385964,0.01593534397792229
forged__37076,37076,489,56,138,82,126,0.1614678899082569,0.22966507177033493,0.06819718186207804
forged__40728,40728,215,189,314,125,125,0.36633663366336633,0.3931947069943289,0.026858073330962573
